Date,AirTemp,Tdew,Tground,RH,AP,u,Rad,Rad_MJm2d,Sunshine,PET,Precipitation,Discharge
04/11/202104:00,-3.369666667,-8.3395,-4.207833333,68.59683333,999.4771667,4.847,-0.984166667,-0.085032,NaN,0,0,NaN
04/11/202105:00,-3.800666667,-8.668333333,-4.234,68.9915,1000.507,5.294833333,-1,-0.0864,NaN,0,0,NaN
04/11/202106:00,-3.849,-8.725666667,-4.296166667,68.9305,1001.170667,3.663166667,-1,-0.0864,NaN,0,0,NaN
04/11/202107:00,-4.9685,-9.207,-4.385833333,72.25916667,1002.184167,3.878333333,-1,-0.0864,NaN,0,0,NaN
04/11/202108:00,-5.594,-9.747666667,-4.5,72.5875,1003.335333,3.2055,-1,-0.0864,NaN,0,0,NaN
04/11/202109:00,-6.268166667,-10.16483333,-4.625666667,73.89816667,1004.337833,2.5805,-0.9885,-0.0854064,NaN,0,0,NaN
04/11/202110:00,-6.447833333,-10.3105,-4.762833333,74.07683333,1005.045333,2.607,-0.888166667,-0.0767376,NaN,0,0,NaN
04/11/202111:00,-6.554833333,-10.835,-4.905166667,71.65383333,1005.6195,2.9255,-0.922,-0.0796608,NaN,0,0,NaN
04/11/202112:00,-6.595,-10.36133333,-5.0445,74.59683333,1006.250167,2.420166667,-1,-0.0864,NaN,0,0,NaN
04/11/202113:00,-6.068166667,-10.56233333,-5.177166667,70.6425,1006.648167,3.125166667,-1,-0.0864,NaN,0,0,NaN
04/11/202114:00,-6.686166667,-10.37366667,-5.295666667,75.08016667,1007.019667,2.925666667,-1,-0.0864,NaN,0,0,NaN
04/11/202115:00,-6.432666667,-10.49016667,-5.405833333,72.9475,1007.241,3.039833333,-1,-0.0864,NaN,0,0,NaN
04/11/202116:00,-6.112333333,-10.48733333,-5.507833333,71.2855,1007.3405,3.211166667,-0.999833333,-0.0863856,NaN,0,0,NaN
04/11/202117:00,-5.228166667,-9.608666667,-5.586166667,71.3665,1007.262833,3.829333333,-0.971333333,-0.0839232,NaN,0,0,NaN
04/11/202118:00,-5.290333333,-9.517666667,-5.625666667,72.25916667,1007.370833,3.481833333,-0.919833333,-0.0794736,NaN,0,0,NaN
04/11/202119:00,-5.497666667,-9.522333333,-5.639833333,73.3265,1007.3765,3.183166667,-0.991,-0.0856224,NaN,0,0,NaN
04/11/202120:00,-5.785666667,-9.5765,-5.648833333,74.618,1007.275,2.954,-1,-0.0864,NaN,0,0,NaN
04/11/202121:00,-5.564,-9.206666667,-5.6705,75.4955,1007.2945,2.896166667,-0.830166667,-0.0717264,NaN,0,0,NaN
04/11/202122:00,-4.604,-8.8055,-5.684833333,72.5255,1007.228167,2.822,-0.613166667,-0.0529776,NaN,0,0,NaN
04/11/202123:00,-4.718,-8.665833333,-5.670666667,73.90183333,1006.931833,3.427,-0.707666667,-0.0611424,NaN,0,0,NaN
05/11/202100:00,-4.736666667,-8.809666667,-5.641333333,73.1935,1006.559167,3.667333333,-0.950333333,-0.0821088,NaN,0,0,NaN
05/11/202101:00,-4.568333333,-8.5155,-5.623333333,73.9475,1006.267667,4.2995,-0.959833333,-0.0829296,NaN,0,0,NaN
05/11/202102:00,-4.9915,-8.655,-5.614,75.5085,1006.071167,3.965,-1,-0.0864,NaN,0,0,NaN
05/11/202103:00,-4.909333333,-8.252,-5.623,77.41766667,1005.825667,3.724333333,-0.963,-0.0832032,NaN,0,0,NaN
05/11/202104:00,-4.437166667,-8.041666667,-5.630333333,75.9535,1005.721333,3.921166667,-0.7335,-0.0633744,NaN,0,0,NaN
05/11/202105:00,-3.710333333,-7.808,-5.610833333,73.252,1005.634667,4.3055,-0.673833333,-0.0582192,NaN,0,0,NaN
05/11/202106:00,-3.5935,-7.737666667,-5.568833333,72.994,1005.606,3.040833333,-0.4595,-0.0397008,NaN,0,0,NaN
05/11/202107:00,-3.820333333,-7.739,-5.5235,74.27233333,1005.7465,2.82,-0.275166667,-0.0237744,NaN,0,0,NaN
05/11/202108:00,-3.595666667,-7.391833333,-5.485666667,74.90866667,1005.698,4.226666667,-0.124166667,-0.010728,NaN,0,0,NaN
05/11/202109:00,-3.822166667,-6.948,-5.446833333,78.95583333,1005.642667,4.657833333,0.146666667,0.012672,NaN,0,0,NaN
05/11/202110:00,-3.659333333,-7.385333333,-5.4105,75.374,1005.680333,4.571833333,0.597333333,0.0516096,NaN,0,0,NaN
05/11/202111:00,-3.559333333,-7.839166667,-5.3765,72.27216667,1005.960667,4.653833333,0.6785,0.0586224,NaN,0,0,NaN
05/11/202112:00,-3.418333333,-8.011666667,-5.340166667,70.52883333,1005.837167,6.692166667,0.3945,0.0340848,NaN,0,0,NaN
05/11/202113:00,-3.517166667,-8.3205,-5.300166667,69.39483333,1005.778667,7.0415,0.009,0.0007776,NaN,0,0,NaN
05/11/202114:00,-3.8155,-7.9115,-5.264,73.247,1005.658833,6.709166667,0.066833333,0.0057744,NaN,0,0,NaN
05/11/202115:00,-3.892166667,-7.960333333,-5.234,73.384,1005.615833,7.6075,-0.049666667,-0.0042912,NaN,0,0,NaN
05/11/202116:00,-4.171,-8.505333333,-5.210166667,71.8205,1005.719,7.535166667,0.129833333,0.0112176,NaN,0,0,NaN
05/11/202117:00,-4.4415,-8.659,-5.192666667,72.407,1005.734833,7.5685,-0.0335,-0.0028944,NaN,0,0,NaN
05/11/202118:00,-4.582,-8.859333333,-5.182833333,72.05333333,1005.827667,5.310166667,-0.006,-0.0005184,NaN,0,0,NaN
05/11/202119:00,-4.958666667,-9.246833333,-5.1835,71.92783333,1005.827333,4.473333333,-0.498833333,-0.0430992,NaN,0,0,NaN
05/11/202120:00,-6.117833333,-10.194,-5.213,72.9145,1005.803167,3.667,-0.999833333,-0.0863856,NaN,0,0,NaN
05/11/202121:00,-6.556666667,-10.52233333,-5.289333333,73.47133333,1005.685667,4.555,-1,-0.0864,NaN,0,0,NaN
05/11/202122:00,-6.975833333,-10.94,-5.394,73.37966667,1005.595667,3.533166667,-1,-0.0864,NaN,0,0,NaN
05/11/202123:00,-6.9325,-10.30216667,-5.517,76.90583333,1005.412667,4.250166667,-1,-0.0864,NaN,0,0,NaN
06/11/202100:00,-8.011333333,-11.52583333,-5.648,75.90816667,1005.256167,3.1065,-1,-0.0864,NaN,0,0,NaN
06/11/202101:00,-8.207833333,-12.95033333,-5.793166667,68.882,1005.295167,2.101,-1,-0.0864,NaN,0,0,NaN
06/11/202102:00,-9.030166667,-13.28383333,-5.953,71.315,1005.1835,1.474333333,-1,-0.0864,NaN,0,0,NaN
06/11/202103:00,-8.572,-13.371,-6.125833333,68.3025,1005.027,2.269666667,-0.999666667,-0.0863712,NaN,0,0,NaN
06/11/202104:00,-8.676833333,-14.50966667,-6.292833333,63.10683333,1004.958667,1.413666667,-1,-0.0864,NaN,0,0,NaN
06/11/202105:00,-8.655166667,-14.10066667,-6.454666667,64.84166667,1004.9385,1.084833333,-1,-0.0864,NaN,0,0,NaN
06/11/202106:00,-8.039166667,-14.44866667,-6.6105,60.02633333,1005.087667,0.825333333,-0.999833333,-0.0863856,NaN,0,0,NaN
06/11/202107:00,-7.872166667,-13.93366667,-6.752833333,61.73983333,1005.058833,1.524833333,-0.838833333,-0.0724752,NaN,0,0,NaN
06/11/202108:00,-7.2335,-12.33916667,-6.864333333,66.90616667,1004.925,2.131333333,-0.740333333,-0.0639648,NaN,0,0,NaN
06/11/202109:00,-5.420833333,-11.67483333,-6.928833333,61.45,1004.839667,1.651833333,-0.96,-0.082944,NaN,0,0,NaN
06/11/202110:00,-4.818166667,-11.3455,-6.955666667,60.2735,1004.628833,1.636166667,-0.143833333,-0.0124272,NaN,0,0,NaN
06/11/202111:00,-4.048833333,-10.07,-6.940666667,62.93,1004.365333,1.915,-0.366,-0.0316224,NaN,0,0,NaN
06/11/202112:00,-4.099,-9.044,-6.8935,68.51333333,1004.026167,3.3285,-0.534,-0.0461376,NaN,0,0,NaN
06/11/202113:00,-3.308833333,-9.257,-6.830833333,63.491,1003.835333,4.109166667,-0.7075,-0.061128,NaN,0,0,NaN
06/11/202114:00,-3.347333333,-9.7325,-6.751666667,61.36033333,1003.71,4.120833333,-0.857333333,-0.0740736,NaN,0,0,NaN
06/11/202115:00,-3.7135,-8.912333333,-6.677666667,67.24766667,1003.963,4.075666667,-0.897666667,-0.0775584,NaN,0,0,NaN
06/11/202116:00,-4.324,-9.3585,-6.6205,68.0605,1004.186833,2.371166667,-0.982,-0.0848448,NaN,0,0,NaN
06/11/202117:00,-4.3535,-11.85466667,-6.5925,56.02916667,1004.409,2.608833333,-0.996166667,-0.0860688,NaN,0,0,NaN
06/11/202118:00,-5.266,-12.4945,-6.5925,56.9095,1004.895333,2.815,-1,-0.0864,NaN,0,0,NaN
06/11/202119:00,-6.533833333,-12.86066667,-6.632333333,60.82166667,1005.3725,1.589166667,-1,-0.0864,NaN,0,0,NaN
06/11/202120:00,-6.169333333,-11.59616667,-6.707166667,65.53566667,1005.807,2.825333333,-0.958666667,-0.0828288,NaN,0,0,NaN
06/11/202121:00,-5.7515,-9.469666667,-6.766333333,74.99766667,1005.972167,6.2845,-0.738,-0.0637632,NaN,0,0,NaN
06/11/202122:00,-6.6245,-10.36083333,-6.788333333,74.79783333,1006.29,3.5485,-0.9985,-0.0862704,NaN,0,0,NaN
06/11/202123:00,-6.934166667,-10.56866667,-6.821,75.33616667,1006.529333,3.227833333,-1,-0.0864,NaN,0,0,NaN
07/11/202100:00,-7.413166667,-10.659,-6.870666667,77.61566667,1006.806167,2.7425,-0.923166667,-0.0797616,NaN,0,0,NaN
07/11/202101:00,-7.623,-10.20916667,-6.919166667,81.716,1006.877333,2.543333333,-0.4985,-0.0430704,NaN,0,0,NaN
07/11/202102:00,-7.773833333,-11.385,-6.944666667,75.37683333,1006.845833,0.927,-0.9265,-0.0800496,NaN,0,0,NaN
07/11/202103:00,-8.057,-11.47166667,-6.9755,76.45183333,1006.702,0.8265,-0.797,-0.0688608,NaN,0,0,NaN
07/11/202104:00,-8.202166667,-12.42233333,-7.017833333,71.72166667,1006.769,1.66,-0.8895,-0.0768528,NaN,0,0,NaN
07/11/202105:00,-8.149333333,-13.57,-7.066833333,65.09616667,1006.671333,2.240833333,-1,-0.0864,NaN,0,0,NaN
07/11/202106:00,-8.525666667,-14.49883333,-7.130333333,62.07733333,1006.790167,3.370666667,-0.995833333,-0.08604,NaN,0,0,NaN
07/11/202107:00,-8.543666667,-15.0365,-7.211,59.479,1007.007,4.727166667,-0.999666667,-0.0863712,NaN,0,0,NaN
07/11/202108:00,-8.934333333,-15.00566667,-7.299666667,61.447,1007.394833,2.835166667,-1,-0.0864,NaN,0,0,NaN
07/11/202109:00,-8.736666667,-14.16416667,-7.392,64.9015,1007.710167,2.1895,-0.698166667,-0.0603216,NaN,0,0,NaN
07/11/202110:00,-8.802,-13.84616667,-7.459833333,67.00633333,1007.805833,1.9145,-0.774833333,-0.0669456,NaN,0,0,NaN
07/11/202111:00,-9.017,-14.4115,-7.5225,64.96183333,1007.9175,1.773333333,-0.824,-0.0711936,NaN,0,0,NaN
07/11/202112:00,-9.075333333,-15.05383333,-7.597333333,62.06633333,1008.159833,4.092666667,-1,-0.0864,NaN,0,0,NaN
07/11/202113:00,-8.9085,-15.532,-7.672333333,58.73533333,1008.589833,4.241166667,-1,-0.0864,NaN,0,0,NaN
07/11/202114:00,-9.399,-15.60866667,-7.75,60.64266667,1008.987,4.592,-1,-0.0864,NaN,0,0,NaN
07/11/202115:00,-9.997166667,-15.7915,-7.834333333,62.61366667,1009.561333,3.5205,-0.999666667,-0.0863712,NaN,0,0,NaN
07/11/202116:00,-10.25183333,-16.22283333,-7.929166667,61.658,1009.947667,3.305,-1,-0.0864,NaN,0,0,NaN
07/11/202117:00,-10.30966667,-16.80533333,-8.0325,58.973,1010.2425,3.043,-1,-0.0864,NaN,0,0,NaN
07/11/202118:00,-10.35666667,-16.28333333,-8.140833333,61.905,1010.826167,1.754833333,-1,-0.0864,NaN,0,0,NaN
07/11/202119:00,-11.18316667,-16.14233333,-8.263,66.79233333,1011.4995,2.030666667,-1,-0.0864,NaN,0,0,NaN
07/11/202120:00,-11.1485,-16.5485,-8.397833333,64.45016667,1011.8875,1.819666667,-1,-0.0864,NaN,0,0,NaN
07/11/202121:00,-11.05516667,-16.94916667,-8.534666667,61.84516667,1012.265167,2.139,-1,-0.0864,NaN,0,0,NaN
07/11/202122:00,-10.99916667,-16.41333333,-8.666666667,64.51983333,1012.632333,2.5585,-1,-0.0864,NaN,0,0,NaN
07/11/202123:00,-11.35433333,-15.71966667,-8.786333333,70.17016667,1012.947167,3.592333333,-1,-0.0864,NaN,0,0,NaN
08/11/202100:00,-11.485,-15.198,-8.889666667,73.97483333,1013.471667,2.774333333,-0.998,-0.0862272,NaN,0,0,NaN
08/11/202101:00,-12.0075,-16.097,-8.987166667,71.712,1013.723833,1.6225,-1,-0.0864,NaN,0,0,NaN
08/11/202102:00,-11.76316667,-15.336,-9.095833333,74.71566667,1013.883667,2.424333333,-1,-0.0864,NaN,0,0,NaN
08/11/202103:00,-12.03733333,-16.02166667,-9.206,72.264,1013.995333,1.3555,-1,-0.0864,NaN,0,0,NaN
08/11/202104:00,-11.44583333,-15.562,-9.319666667,71.57216667,1014.069,2.007333333,-1,-0.0864,NaN,0,0,NaN
08/11/202105:00,-11.65083333,-16.357,-9.431333333,68.11216667,1014.006,1.267833333,-1,-0.0864,NaN,0,0,NaN
08/11/202106:00,-10.8055,-16.82466667,-9.539333333,61.47033333,1014.0775,2.477166667,-1,-0.0864,NaN,0,0,NaN
08/11/202107:00,-11.10533333,-16.23716667,-9.629833333,65.91633333,1014.484,2.908833333,-1,-0.0864,NaN,0,0,NaN
08/11/202108:00,-10.29533333,-15.72483333,-9.7065,64.507,1014.7135,2.6765,-0.9355,-0.0808272,NaN,0,0,NaN
08/11/202109:00,-8.557,-13.55966667,-9.7425,67.16333333,1014.700833,3.292166667,-0.965666667,-0.0834336,NaN,0,0,NaN
08/11/202110:00,-8.743666667,-13.22033333,-9.735,70.05266667,1014.674333,2.979333333,-0.855166667,-0.0738864,NaN,0,0,NaN
08/11/202111:00,-8.749,-13.11483333,-9.718333333,70.694,1014.720667,2.3005,-0.814166667,-0.070344,NaN,0,0,NaN
08/11/202112:00,-8.248,-12.36083333,-9.691166667,72.20783333,1014.5525,1.593333333,-0.659,-0.0569376,NaN,0,0,NaN
08/11/202113:00,-7.894666667,-11.57666667,-9.636666667,74.856,1014.489667,1.251666667,-0.471,-0.0406944,NaN,0,0,NaN
08/11/202114:00,-7.179166667,-11.14783333,-9.552333333,73.31366667,1014.499667,1.184666667,-0.386166667,-0.0333648,NaN,0,0,NaN
08/11/202115:00,-7.1075,-11.1935,-9.452166667,72.62016667,1014.319667,1.563666667,-0.645833333,-0.0558,NaN,0,0,NaN
08/11/202116:00,-7.181,-10.8945,-9.348166667,74.78533333,1013.9805,1.284,-0.796666667,-0.068832,NaN,0,0,NaN
08/11/202117:00,-6.932166667,-11.0955,-9.2635,72.2565,1013.815833,1.585833333,-0.872,-0.0753408,NaN,0,0,NaN
08/11/202118:00,-6.395166667,-10.48266667,-9.1935,72.75316667,1013.636167,2.805833333,-0.6985,-0.0603504,NaN,0,0,NaN
08/11/202119:00,-6.2395,-10.47383333,-9.105833333,71.984,1013.544167,2.296166667,-0.883833333,-0.0763632,NaN,0,0,NaN
08/11/202120:00,-6.3785,-11.165,-9.024333333,68.86016667,1013.315667,2.3945,-0.982666667,-0.0849024,NaN,0,0,NaN
08/11/202121:00,-5.864666667,-11.25833333,-8.965333333,65.7205,1013.147667,2.259166667,-0.723,-0.0624672,NaN,0,0,NaN
08/11/202122:00,-6.453,-11.01616667,-8.907833333,70.05833333,1012.930333,2.319,-0.876666667,-0.075744,NaN,0,0,NaN
08/11/202123:00,-6.403,-10.82366667,-8.856,70.85883333,1012.460833,0.969166667,-0.861,-0.0743904,NaN,0,0,NaN
09/11/202100:00,-6.172666667,-10.40583333,-8.813166667,71.98116667,1012.074833,1.426,-0.684666667,-0.0591552,NaN,0,0,NaN
09/11/202101:00,-6.067166667,-10.157,-8.763166667,72.80866667,1011.513667,1.372833333,-0.868666667,-0.0750528,NaN,0,0,NaN
09/11/202102:00,-6.578166667,-9.887833333,-8.723333333,77.34183333,1010.782667,1.659,-0.938666667,-0.0811008,NaN,0,0,NaN
09/11/202103:00,-6.482166667,-8.8625,-8.705,83.17433333,1010.234333,1.579166667,-0.773166667,-0.0668016,NaN,0,0,NaN
09/11/202104:00,-6.270166667,-8.0955,-8.672333333,86.87033333,1009.495167,2.069666667,-0.629833333,-0.0544176,NaN,0,0,NaN
09/11/202105:00,-5.654666667,-7.780166667,-8.61,84.9565,1008.555667,2.832,-0.2915,-0.0251856,NaN,0,0,NaN
09/11/202106:00,-4.567,-7.321166667,-8.513333333,81.05,1007.8575,2.6565,-0.371666667,-0.032112,NaN,0,0,NaN
09/11/202107:00,-4.276333333,-6.257666667,-8.396333333,86.0705,1007.572833,2.4275,-0.389333333,-0.0336384,NaN,0,0.1,NaN
09/11/202108:00,-4.538,-5.933166667,-8.271833333,89.94266667,1007.129167,1.7825,-0.21,-0.018144,NaN,0,0.1,NaN
09/11/202109:00,-3.163666667,-4.4495,-8.149833333,90.80883333,1006.478,2.810166667,-0.027166667,-0.0023472,NaN,0,0.1,NaN
09/11/202110:00,-1.690666667,-2.396833333,-8.001666667,94.948,1005.691,6.292333333,-0.202666667,-0.0175104,NaN,0,0.1,NaN
09/11/202111:00,-1.483333333,-2.433666667,-7.807833333,93.35166667,1004.9245,6.227,-0.264166667,-0.022824,NaN,0,0.1,NaN
09/11/202112:00,-1.399166667,-1.8195,-7.591166667,97.001,1004.1815,5.539833333,-0.2575,-0.022248,NaN,0,0.1,NaN
09/11/202113:00,-0.809666667,-3.095,-7.377333333,84.67316667,1003.492167,5.777833333,-0.3725,-0.032184,NaN,0,0.016666667,NaN
09/11/202114:00,-0.384166667,-4.080666667,-7.179333333,76.14783333,1002.686333,5.871,-0.437166667,-0.0377712,NaN,0,0.016666667,NaN
09/11/202115:00,-0.16,-4.073833333,-6.998166667,74.9215,1001.835,7.064166667,-0.4855,-0.0419472,NaN,0,0.016666667,NaN
09/11/202116:00,-0.402166667,-4.008333333,-6.830666667,76.6755,1001.392667,6.407166667,-0.531,-0.0458784,NaN,0,0.016666667,NaN
09/11/202117:00,-0.818833333,-4.503833333,-6.6775,76.132,1000.915833,5.3085,-0.670333333,-0.0579168,NaN,0,0.016666667,NaN
09/11/202118:00,-0.834,-4.860333333,-6.544666667,74.1725,1000.307667,4.246833333,-0.570166667,-0.0492624,NaN,0,0.016666667,NaN
09/11/202119:00,-0.970666667,-4.942833333,-6.427833333,74.498,999.7928333,5.697833333,-0.479333333,-0.0414144,NaN,0,0,NaN
09/11/202120:00,-1.208833333,-5.311666667,-6.320833333,73.659,999.327,3.959666667,-0.648833333,-0.0560592,NaN,0,0,NaN
09/11/202121:00,-1.5365,-5.746,-6.229666667,73.05533333,998.8673333,4.199166667,-0.7255,-0.0626832,NaN,0,0,NaN
09/11/202122:00,-1.752666667,-6.021,-6.158333333,72.67283333,998.1191667,4.763666667,-0.941166667,-0.0813168,NaN,0,0,NaN
09/11/202123:00,-2.1695,-6.393,-6.1115,72.82133333,997.4723333,2.410166667,-0.973666667,-0.0841248,NaN,0,0,NaN
10/11/202100:00,-2.245833333,-6.108,-6.093,74.8445,997.0283333,2.442,-0.753166667,-0.0650736,NaN,0,0,NaN
10/11/202101:00,-2.269666667,-6.446833333,-6.0795,73.10716667,996.4246667,2.139833333,-0.891166667,-0.0769968,NaN,0,0,NaN
10/11/202102:00,-2.946333333,-6.856166667,-6.076,74.42316667,995.9721667,3.7285,-0.738,-0.0637632,NaN,0,0,NaN
10/11/202103:00,-2.217333333,-6.725666667,-6.0705,71.244,995.4423333,5.134833333,-0.641666667,-0.05544,NaN,0,0,NaN
10/11/202104:00,-1.8495,-6.709,-6.040666667,69.4235,994.9413333,4.823666667,-0.6055,-0.0523152,NaN,0,0,NaN
10/11/202105:00,-1.671,-6.4715,-5.995,69.77283333,994.4746667,4.066833333,-0.6625,-0.05724,NaN,0,0,NaN
10/11/202106:00,-1.5945,-6.199,-5.946166667,70.83933333,994.1651667,4.1345,-0.822666667,-0.0710784,NaN,0,0,NaN
10/11/202107:00,-1.112666667,-6.183833333,-5.897,68.47866667,993.8468333,4.957833333,-0.586833333,-0.0507024,NaN,0,0,NaN
10/11/202108:00,-0.7125,-6.178833333,-5.835166667,66.52433333,993.688,6.08,-0.635833333,-0.054936,NaN,0,0,NaN
10/11/202109:00,-0.668166667,-6.3165,-5.7655,65.60283333,993.726,6.364833333,-0.651833333,-0.0563184,NaN,0,0,NaN
10/11/202110:00,-0.667166667,-6.233,-5.697,66.02583333,993.8221667,6.1215,-0.511833333,-0.0442224,NaN,0,0,NaN
10/11/202111:00,-0.772333333,-6.061833333,-5.631666667,67.38316667,993.9316667,5.903,-0.555333333,-0.0479808,NaN,0,0,NaN
10/11/202112:00,-0.8365,-5.993,-5.569666667,68.11283333,993.9855,5.482833333,-0.573,-0.0495072,NaN,0,0,NaN
10/11/202113:00,-0.916166667,-6.262166667,-5.5095,67.11283333,993.8788333,6.344666667,-0.5865,-0.0506736,NaN,0,0,NaN
10/11/202114:00,-1.049166667,-6.797833333,-5.4525,64.98516667,993.9655,6.756,-0.5965,-0.0515376,NaN,0,0,NaN
10/11/202115:00,-1.4405,-7.128166667,-5.402666667,65.27566667,994.3438333,5.989333333,-0.611833333,-0.0528624,NaN,0,0,NaN
10/11/202116:00,-1.995666667,-6.871333333,-5.365333333,69.32033333,994.6776667,6.155166667,-0.825833333,-0.071352,NaN,0,0,NaN
10/11/202117:00,-2.192,-6.913666667,-5.343666667,70.09683333,994.9045,7.206666667,-0.862,-0.0744768,NaN,0,0,NaN
10/11/202118:00,-2.7785,-7.4335,-5.336333333,70.336,995.2351667,10.02633333,-0.946833333,-0.0818064,NaN,0,0,NaN
10/11/202119:00,-3.049,-7.8975,-5.346333333,69.2475,995.8706667,11.18666667,-0.934666667,-0.0807552,NaN,0,0,NaN
10/11/202120:00,-3.448,-8.412166667,-5.365166667,68.55133333,996.967,8.706666667,-0.944,-0.0815616,NaN,0,0,NaN
10/11/202121:00,-4.044,-8.850666667,-5.390333333,69.31066667,997.843,8.384833333,-0.930333333,-0.0803808,NaN,0,0,NaN
10/11/202122:00,-4.433,-9.625666667,-5.413,67.12283333,998.3838333,8.340666667,-0.986333333,-0.0852192,NaN,0,0,NaN
10/11/202123:00,-4.8715,-10.23766667,-5.433166667,66.14116667,998.9553333,8.962666667,-0.997166667,-0.0861552,NaN,0,0,NaN
11/11/202100:00,-5.365666667,-10.50633333,-5.449333333,67.14933333,999.3203333,9.0615,-0.993333333,-0.085824,NaN,0,0,NaN
11/11/202101:00,-5.780333333,-10.75866667,-5.464833333,67.96033333,999.8163333,7.191166667,-0.995666667,-0.0860256,NaN,0,0,NaN
11/11/202102:00,-5.871666667,-11.10716667,-5.480666667,66.59333333,1000.4345,6.818166667,-0.809666667,-0.0699552,NaN,0,0,NaN
11/11/202103:00,-6.283666667,-11.32416667,-5.494833333,67.50966667,1001.0795,7.252333333,-0.9475,-0.081864,NaN,0,0,NaN
11/11/202104:00,-6.882833333,-11.496,-5.510833333,69.63583333,1001.718333,7.713666667,-0.917333333,-0.0792576,NaN,0,0,NaN
11/11/202105:00,-7.152166667,-11.11633333,-5.528333333,73.3675,1002.071833,8.983166667,-0.814,-0.0703296,NaN,0,0,NaN
11/11/202106:00,-7.380833333,-11.30383333,-5.545,73.57366667,1002.5495,8.693,-0.860666667,-0.0743616,NaN,0,0,NaN
11/11/202107:00,-7.464333333,-11.97883333,-5.562333333,70.158,1003.118333,7.719833333,-0.981333333,-0.0847872,NaN,0,0,NaN
11/11/202108:00,-7.586666667,-12.36266667,-5.581333333,68.649,1003.802667,6.921,-0.999666667,-0.0863712,NaN,0,0,NaN
11/11/202109:00,-7.983833333,-13.0765,-5.604166667,66.83583333,1004.5785,4.807666667,-0.997166667,-0.0861552,NaN,0,0,NaN
11/11/202110:00,-8.3135,-13.52116667,-5.6305,66.14933333,1005.058667,5.0185,-1,-0.0864,NaN,0,0,NaN
11/11/202111:00,-8.7785,-14.10533333,-5.661333333,65.38033333,1005.335833,4.358333333,-1,-0.0864,NaN,0,0,NaN
11/11/202112:00,-9.217666667,-14.6745,-5.6975,64.588,1005.6455,4.074833333,-1,-0.0864,NaN,0,0,NaN
11/11/202113:00,-9.3045,-14.6995,-5.7375,64.8535,1006.145167,3.9935,-1,-0.0864,NaN,0,0,NaN
11/11/202114:00,-8.888333333,-14.279,-5.777666667,64.96983333,1006.632167,3.910333333,-0.997166667,-0.0861552,NaN,0,0,NaN
11/11/202115:00,-8.8325,-14.00316667,-5.816666667,66.2095,1006.964,3.9685,-1,-0.0864,NaN,0,0,NaN
11/11/202116:00,-8.870833333,-13.93,-5.855,66.76466667,1007.3055,3.483333333,-1,-0.0864,NaN,0,0,NaN
11/11/202117:00,-9.143,-12.985,-5.8895,73.69383333,1007.512333,4.134666667,-0.922166667,-0.0796752,NaN,0,0,NaN
11/11/202118:00,-8.841,-12.4785,-5.9175,74.97666667,1007.834833,4.1935,-0.829666667,-0.0716832,NaN,0,0,NaN
11/11/202119:00,-8.684166667,-13.23983333,-5.9415,69.66033333,1008.181667,3.0995,-0.979333333,-0.0846144,NaN,0,0,NaN
11/11/202120:00,-8.5985,-12.68683333,-5.963666667,72.337,1008.472333,3.546666667,-0.873666667,-0.0754848,NaN,0,0,NaN
11/11/202121:00,-8.9405,-12.5125,-5.981666667,75.32116667,1008.7175,3.385,-0.905666667,-0.0782496,NaN,0,0,NaN
11/11/202122:00,-8.851666667,-12.72783333,-5.997833333,73.55216667,1008.9225,3.328833333,-0.700666667,-0.0605376,NaN,0,0,NaN
11/11/202123:00,-8.5225,-11.66566667,-6.009833333,78.04416667,1008.977,3.478833333,-0.719333333,-0.0621504,NaN,0,0,NaN
12/11/202100:00,-8.445333333,-10.72016667,-6.019,83.65883333,1008.969667,3.548333333,-0.806333333,-0.0696672,NaN,0,0,NaN
12/11/202101:00,-8.401333333,-11.31233333,-6.0255,79.539,1008.790833,3.217833333,-0.823166667,-0.0711216,NaN,0,0.016666667,NaN
12/11/202102:00,-8.242,-11.57783333,-6.030333333,76.894,1008.838667,2.260666667,-0.671333333,-0.0580032,NaN,0,0.016666667,NaN
12/11/202103:00,-8.231166667,-11.0675,-6.0325,80.00866667,1009.155333,1.249333333,-0.792333333,-0.0684576,NaN,0,0.016666667,NaN
12/11/202104:00,-8.836666667,-11.219,-6.039333333,82.901,1009.190833,1.334333333,-0.999666667,-0.0863712,NaN,0,0.016666667,NaN
12/11/202105:00,-8.495,-11.26283333,-6.053,80.4325,1009.233167,1.851333333,-0.8045,-0.0695088,NaN,0,0.016666667,NaN
